Gene ID	Chromosome	Peak_start	Peak_end	annotation
AT3G13680	Chr3	4478399	4478411	Promoter
AT3G13682	Chr3	4478955	4478960	3' UTR
AT3G13790	Chr3	4535134	4535147	Exon (AT3G13790.1/AT3G13790, exon 3 of 7)
AT3G13870	Chr3	4567568	4567584	Intron (AT3G13870.1/AT3G13870, intron 16 of 22)
AT3G13870	Chr3	4570258	4570266	5' UTR
AT3G13920	Chr3	4592749	4592776	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4592795	4592823	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4593188	4593218	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4593253	4593267	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4593352	4593390	Exon (AT3G13920.1/AT3G13920, exon 4 of 5)
AT3G13920	Chr3	4593497	4593503	Exon (AT3G13920.1/AT3G13920, exon 4 of 5)
AT3G13970	Chr3	4613736	4613750	3' UTR
AT3G14067	Chr3	4659278	4659307	Exon (AT3G14067.1/AT3G14067, exon 1 of 1)
AT3G14067	Chr3	4660494	4660527	Promoter
AT3G14067	Chr3	4660681	4660726	Promoter
AT3G14070	Chr3	4662897	4662910	Promoter
AT3G14100	Chr3	4674458	4674488	Exon (AT3G14100.1/AT3G14100, exon 7 of 12)
AT3G14172	Chr3	4702254	4702265	Exon (AT3G14172.1/AT3G14172, exon 8 of 12)
AT3G14210	Chr3	4729940	4729968	5' UTR
AT3G14210	Chr3	4730004	4730045	5' UTR
AT3G14210	Chr3	4730363	4730385	5' UTR
AT3G14210	Chr3	4730579	4730579	Exon (AT3G14210.1/AT3G14210, exon 3 of 5)
AT3G14230	Chr3	4738722	4738730	Exon (AT3G14230.2/AT3G14230, exon 1 of 3)
AT3G14230	Chr3	4738816	4738826	Promoter
AT3G14360	Chr3	4792138	4792152	Exon (AT3G14360.1/AT3G14360, exon 2 of 5)
AT3G14415	Chr3	4819371	4819380	Exon (AT3G14415.1/AT3G14415, exon 5 of 12)
AT3G14415	Chr3	4819460	4819466	Exon (AT3G14415.1/AT3G14415, exon 6 of 12)
AT3G14415	Chr3	4819565	4819583	Exon (AT3G14415.1/AT3G14415, exon 6 of 12)
AT3G14415	Chr3	4819688	4819714	Exon (AT3G14415.1/AT3G14415, exon 7 of 12)
AT3G14415	Chr3	4820089	4820102	Exon (AT3G14415.1/AT3G14415, exon 9 of 12)
AT3G14415	Chr3	4820191	4820208	Exon (AT3G14415.1/AT3G14415, exon 10 of 12)
AT3G14420	Chr3	4822523	4822533	Exon (AT3G14420.1/AT3G14420, exon 5 of 12)
AT3G14420	Chr3	4822615	4822623	Exon (AT3G14420.1/AT3G14420, exon 6 of 12)
AT3G14420	Chr3	4822829	4822861	Exon (AT3G14420.1/AT3G14420, exon 7 of 12)
AT3G14420	Chr3	4823232	4823247	Exon (AT3G14420.1/AT3G14420, exon 9 of 12)
AT3G14420	Chr3	4823337	4823356	Exon (AT3G14420.1/AT3G14420, exon 10 of 12)
AT3G14420	Chr3	4823558	4823584	Exon (AT3G14420.1/AT3G14420, exon 11 of 12)
AT3G14570	Chr3	4900922	4900934	Exon (AT3G14570.1/AT3G14570, exon 38 of 41)
AT3G14600	Chr3	4911873	4911893	Exon (AT3G14600.1/AT3G14600, exon 4 of 4)
AT3G14650	Chr3	4922474	4922482	Promoter
AT3G14660	Chr3	4925799	4925833	Exon (AT3G14660.3/AT3G14660, exon 3 of 4)
AT3G14690	Chr3	4938737	4938799	Exon (AT3G14690.2/AT3G14690, exon 4 of 5)
AT3G14820	Chr3	4978911	4978925	Promoter
AT3G14840	Chr3	4989292	4989305	Exon (AT3G14840.2/AT3G14840, exon 4 of 24)
AT3G14855	Chr3	4998142	4998171	Promoter
AT3G14940	Chr3	5025582	5025593	5' UTR
AT3G14960	Chr3	5037607	5037623	Promoter
AT3G14990	Chr3	5048110	5048141	Exon (AT3G14990.1/AT3G14990, exon 3 of 8)
AT3G14990	Chr3	5048635	5048655	Exon (AT3G14990.1/AT3G14990, exon 5 of 8)
AT3G15000	Chr3	5050420	5050448	Promoter
AT3G15110	Chr3	5085694	5085749	Promoter
AT3G15160	Chr3	5107801	5107816	Exon (AT3G15160.1/AT3G15160, exon 14 of 16)
AT3G15190	Chr3	5116320	5116396	Promoter
AT3G15190	Chr3	5116432	5116449	Promoter
AT3G03025	Chr3	5116707	5116716	Promoter
AT3G03025	Chr3	5117155	5117167	Promoter
AT3G15340	Chr3	5160103	5160116	Exon (AT3G15340.2/AT3G15340, exon 6 of 6)
AT3G15353	Chr3	5180900	5180908	Exon (AT3G15353.2/AT3G15353, exon 3 of 3)
AT3G15360	Chr3	5188494	5188555	Promoter
AT3G15360	Chr3	5189240	5189305	Exon (AT3G15360.1/AT3G15360, exon 2 of 2)
AT3G15360	Chr3	5189414	5189428	Exon (AT3G15360.1/AT3G15360, exon 2 of 2)
AT3G15450	Chr3	5213139	5213166	Promoter
AT3G15540	Chr3	5264593	5264605	Intron (AT3G15540.1/AT3G15540, intron 1 of 2)
AT3G15640	Chr3	5299417	5299447	Promoter
AT3G15660	Chr3	5308755	5308776	Exon (AT3G15660.1/AT3G15660, exon 3 of 6)
AT3G15680	Chr3	5316017	5316030	Exon (AT3G15680.1/AT3G15680, exon 3 of 4)
AT3G15730	Chr3	5331219	5331232	Exon (AT3G15730.1/AT3G15730, exon 3 of 4)
AT3G15730	Chr3	5332041	5332050	Exon (AT3G15730.1/AT3G15730, exon 3 of 4)
AT3G15730	Chr3	5332677	5332707	Exon (AT3G15730.1/AT3G15730, exon 3 of 4)
AT3G15840	Chr3	5358006	5358036	Exon (AT3G15840.1/AT3G15840, exon 3 of 8)
AT3G15840	Chr3	5358209	5358238	5' UTR
AT3G03175	Chr3	5387242	5387271	5' UTR
AT3G15950	Chr3	5399286	5399292	Intron (AT3G15950.2/AT3G15950, intron 20 of 25)
AT3G15950	Chr3	5399921	5399930	Exon (AT3G15950.2/AT3G15950, exon 16 of 26)
AT3G15950	Chr3	5400993	5400993	Exon (AT3G15950.2/AT3G15950, exon 9 of 26)
AT3G15950	Chr3	5401388	5401415	Exon (AT3G15950.2/AT3G15950, exon 8 of 26)
AT3G15950	Chr3	5402090	5402122	Exon (AT3G15950.2/AT3G15950, exon 4 of 26)
AT3G15950	Chr3	5402274	5402301	Promoter
AT3G16020	Chr3	5438705	5438718	3' UTR
AT3G16080	Chr3	5455052	5455082	Promoter
AT3G16080	Chr3	5455539	5455541	3' UTR
AT3G16110	Chr3	5463596	5463618	Promoter
AT3G16130	Chr3	5468656	5468788	3' UTR
AT3G16140	Chr3	5468802	5468849	Exon (AT3G16140.1/AT3G16140, exon 3 of 3)
AT3G16140	Chr3	5468940	5468968	Exon (AT3G16140.1/AT3G16140, exon 2 of 3)
AT3G16140	Chr3	5468989	5469018	Exon (AT3G16140.1/AT3G16140, exon 2 of 3)
AT3G16140	Chr3	5469289	5469314	Promoter
AT3G16230	Chr3	5500759	5500761	5' UTR
AT3G16240	Chr3	5505586	5505607	Promoter
AT3G16240	Chr3	5505790	5505818	Promoter
AT3G16240	Chr3	5505833	5505872	Promoter
AT3G03265	Chr3	5505969	5506015	Promoter
AT3G03265	Chr3	5506414	5506424	Promoter
AT3G16240	Chr3	5506517	5506529	Exon (AT3G16240.1/AT3G16240, exon 3 of 3)
AT3G16240	Chr3	5506568	5506612	Exon (AT3G16240.1/AT3G16240, exon 3 of 3)
AT3G16240	Chr3	5506765	5506776	Exon (AT3G16240.1/AT3G16240, exon 3 of 3)
AT3G16370	Chr3	5557476	5557496	Exon (AT3G16370.1/AT3G16370, exon 3 of 5)
AT3G16370	Chr3	5558025	5558048	Exon (AT3G16370.1/AT3G16370, exon 4 of 5)
AT3G16390	Chr3	5563718	5563729	Exon (AT3G16390.2/AT3G16390, exon 4 of 4)
AT3G16400	Chr3	5566654	5566707	Exon (AT3G16400.1/AT3G16400, exon 2 of 4)
AT3G16400	Chr3	5568104	5568116	Exon (AT3G16400.1/AT3G16400, exon 4 of 4)
AT3G16400	Chr3	5568138	5568173	Exon (AT3G16400.1/AT3G16400, exon 4 of 4)
AT3G16400	Chr3	5568177	5568212	Exon (AT3G16400.1/AT3G16400, exon 4 of 4)
AT3G16410	Chr3	5572891	5572926	Exon (AT3G16410.1/AT3G16410, exon 3 of 5)
AT3G16410	Chr3	5573716	5573728	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16410	Chr3	5573811	5573847	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16410	Chr3	5573875	5573900	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16410	Chr3	5573916	5573938	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16410	Chr3	5573943	5573949	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16410	Chr3	5574014	5574033	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16420	Chr3	5579741	5579758	Promoter
AT3G16420	Chr3	5579865	5579871	Exon (AT3G16420.1/AT3G16420, exon 3 of 4)
AT3G16420	Chr3	5580237	5580301	Exon (AT3G16420.1/AT3G16420, exon 3 of 4)
AT3G16420	Chr3	5580423	5580445	Exon (AT3G16420.1/AT3G16420, exon 4 of 4)
AT3G16420	Chr3	5580625	5580635	Exon (AT3G16420.1/AT3G16420, exon 4 of 4)
AT3G16430	Chr3	5582502	5582569	Exon (AT3G16430.1/AT3G16430, exon 3 of 4)
AT3G16430	Chr3	5582708	5582731	Exon (AT3G16430.1/AT3G16430, exon 4 of 4)
AT3G16450	Chr3	5589544	5589563	Exon (AT3G16450.2/AT3G16450, exon 4 of 4)
AT3G16460	Chr3	5593749	5593788	Exon (AT3G16460.1/AT3G16460, exon 3 of 6)
AT3G16460	Chr3	5594241	5594262	Exon (AT3G16460.1/AT3G16460, exon 4 of 6)
AT3G16460	Chr3	5594588	5594624	Exon (AT3G16460.1/AT3G16460, exon 4 of 6)
AT3G16460	Chr3	5594732	5594732	Exon (AT3G16460.1/AT3G16460, exon 5 of 6)
AT3G16470	Chr3	5597338	5597353	Exon (AT3G16470.1/AT3G16470, exon 3 of 5)
AT3G16520	Chr3	5620374	5620376	Exon (AT3G16520.2/AT3G16520, exon 1 of 3)
AT3G16552	Chr3	5632907	5632925	Promoter
AT3G16555	Chr3	5634164	5634180	Exon (AT3G16555.1/AT3G16555, exon 2 of 2)
AT3G16640	Chr3	5669696	5669712	3' UTR
AT3G16640	Chr3	5669923	5669930	Exon (AT3G16640.1/AT3G16640, exon 3 of 4)
AT3G16640	Chr3	5670309	5670335	Exon (AT3G16640.1/AT3G16640, exon 2 of 4)
AT3G16780	Chr3	5709520	5709525	Exon (AT3G16780.1/AT3G16780, exon 2 of 5)
AT3G16810	Chr3	5724223	5724235	Intron (AT3G16810.1/AT3G16810, intron 15 of 16)
AT3G03435	Chr3	5830282	5830314	Promoter
AT3G17210	Chr3	5882366	5882375	Promoter
AT3G17210	Chr3	5882719	5882741	Exon (AT3G17210.1/AT3G17210, exon 3 of 3)
AT3G17240	Chr3	5890600	5890631	Exon (AT3G17240.1/AT3G17240, exon 2 of 3)
AT3G17240	Chr3	5891431	5891432	Exon (AT3G17240.1/AT3G17240, exon 2 of 3)
AT3G17240	Chr3	5891438	5891444	Exon (AT3G17240.1/AT3G17240, exon 2 of 3)
AT3G17360	Chr3	5945184	5945197	Exon (AT3G17360.1/AT3G17360, exon 29 of 34)
AT3G17390	Chr3	5952606	5952641	Exon (AT3G17390.1/AT3G17390, exon 2 of 2)
AT3G03475	Chr3	5953245	5953287	Promoter
AT3G03475	Chr3	5953346	5953373	Promoter
AT3G17490	Chr3	5985181	5985199	Promoter
AT3G17520	Chr3	6000287	6000318	Promoter
AT3G17790	Chr3	6090090	6090094	Exon (AT3G17790.1/AT3G17790, exon 2 of 3)
AT3G17790	Chr3	6090382	6090406	Exon (AT3G17790.1/AT3G17790, exon 3 of 3)
AT3G17800	Chr3	6092254	6092265	Exon (AT3G17800.1/AT3G17800, exon 2 of 3)
AT3G17800	Chr3	6092365	6092375	Exon (AT3G17800.1/AT3G17800, exon 2 of 3)
AT3G17800	Chr3	6092730	6092731	Promoter
AT3G17820	Chr3	6097509	6097533	Promoter
AT3G17820	Chr3	6097960	6097973	Exon (AT3G17820.1/AT3G17820, exon 3 of 9)
AT3G17860	Chr3	6121033	6121039	5' UTR
AT3G17860	Chr3	6121129	6121140	5' UTR
AT3G17860	Chr3	6122193	6122238	Exon (AT3G17860.1/AT3G17860, exon 5 of 7)
AT3G03585	Chr3	6127970	6128000	3' UTR
AT3G18000	Chr3	6155302	6155325	Exon (AT3G18000.1/AT3G18000, exon 4 of 12)
AT3G18000	Chr3	6155877	6155892	Exon (AT3G18000.1/AT3G18000, exon 6 of 12)
AT3G18080	Chr3	6191624	6191670	Promoter
AT3G18080	Chr3	6191734	6191765	Promoter
AT3G18110	Chr3	6208969	6208974	Exon (AT3G18110.1/AT3G18110, exon 1 of 4)
AT3G18165	Chr3	6225052	6225063	Exon (AT3G18165.1/AT3G18165, exon 6 of 6)
AT3G18240	Chr3	6256651	6256675	Exon (AT3G18240.2/AT3G18240, exon 2 of 4)
AT3G18280	Chr3	6267150	6267201	Promoter
AT3G18280	Chr3	6267330	6267351	Promoter
AT3G18290	Chr3	6275761	6275771	Exon (AT3G18290.1/AT3G18290, exon 4 of 14)
AT3G18300	Chr3	6283488	6283501	Exon (AT3G18300.1/AT3G18300, exon 3 of 3)
AT3G18410	Chr3	6323323	6323347	Promoter
AT3G18470	Chr3	6335367	6335378	Promoter
AT3G18485	Chr3	6342279	6342288	Exon (AT3G18485.1/AT3G18485, exon 2 of 2)
AT3G18490	Chr3	6349378	6349383	Exon (AT3G18490.1/AT3G18490, exon 1 of 1)
AT3G18490	Chr3	6349953	6350009	Exon (AT3G18490.1/AT3G18490, exon 1 of 1)
AT3G18490	Chr3	6350482	6350559	Promoter
AT3G18520	Chr3	6362604	6362622	Exon (AT3G18520.1/AT3G18520, exon 6 of 18)
AT3G18620	Chr3	6410091	6410108	Intron (AT3G18620.1/AT3G18620, intron 3 of 3)
AT3G18680	Chr3	6427726	6427746	Promoter
AT3G18730	Chr3	6453163	6453178	5' UTR
AT3G18740	Chr3	6453794	6453852	Promoter
AT3G18750	Chr3	6455592	6455606	Exon (AT3G18750.3/AT3G18750, exon 6 of 8)
AT3G18780	Chr3	6475789	6475810	Exon (AT3G18780.2/AT3G18780, exon 2 of 4)
AT3G18780	Chr3	6475863	6475880	Exon (AT3G18780.2/AT3G18780, exon 2 of 4)
AT3G18780	Chr3	6476089	6476127	Exon (AT3G18780.2/AT3G18780, exon 3 of 4)
AT3G18815	Chr3	6483940	6483958	Promoter
AT3G18820	Chr3	6485405	6485411	Exon (AT3G18820.1/AT3G18820, exon 3 of 6)
AT3G19080	Chr3	6595574	6595587	Promoter
AT3G19130	Chr3	6613585	6613588	Exon (AT3G19130.1/AT3G19130, exon 1 of 6)
AT3G19170	Chr3	6630761	6630768	Exon (AT3G19170.1/AT3G19170, exon 3 of 19)
AT3G19274	Chr3	6679045	6679062	3' UTR
AT3G19430	Chr3	6738054	6738068	Promoter
AT3G19440	Chr3	6741807	6741818	Exon (AT3G19440.2/AT3G19440, exon 5 of 9)
AT3G19440	Chr3	6741950	6741955	Exon (AT3G19440.2/AT3G19440, exon 6 of 9)
AT3G19450	Chr3	6746586	6746592	Exon (AT3G19450.1/AT3G19450, exon 4 of 5)
AT3G19450	Chr3	6746610	6746618	Exon (AT3G19450.1/AT3G19450, exon 4 of 5)
AT3G19450	Chr3	6746850	6746876	Exon (AT3G19450.1/AT3G19450, exon 5 of 5)
AT3G19520	Chr3	6773030	6773042	Promoter
AT3G03835	Chr3	6795917	6795927	Promoter
AT3G19640	Chr3	6821124	6821138	Promoter
AT3G19760	Chr3	6864451	6864468	Exon (AT3G19760.1/AT3G19760, exon 2 of 7)
AT3G19760	Chr3	6865019	6865049	Exon (AT3G19760.1/AT3G19760, exon 3 of 7)
AT3G19820	Chr3	6879893	6879911	Exon (AT3G19820.2/AT3G19820, exon 3 of 3)
AT3G19820	Chr3	6881426	6881523	Exon (AT3G19820.2/AT3G19820, exon 2 of 3)
AT3G19960	Chr3	6955942	6955954	3' UTR
AT3G19980	Chr3	6964295	6964308	Exon (AT3G19980.1/AT3G19980, exon 9 of 10)
AT3G19980	Chr3	6964678	6964683	Exon (AT3G19980.1/AT3G19980, exon 10 of 10)
AT3G20060	Chr3	7003602	7003623	Exon (AT3G20060.1/AT3G20060, exon 3 of 6)
AT3G20080	Chr3	7013372	7013387	3' UTR
AT3G20155	Chr3	7038176	7038190	Exon (AT3G20155.1/AT3G20155, exon 5 of 5)
AT3G20190	Chr3	7045479	7045492	5' UTR
AT3G20200	Chr3	7048855	7048870	Exon (AT3G20200.1/AT3G20200, exon 5 of 11)
AT3G20230	Chr3	7055895	7055902	Exon (AT3G20230.1/AT3G20230, exon 2 of 2)
AT3G20300	Chr3	7079512	7079527	3' UTR
AT3G20362	Chr3	7104194	7104249	Promoter
AT3G20370	Chr3	7105531	7105580	5' UTR
AT3G20370	Chr3	7106549	7106571	Exon (AT3G20370.2/AT3G20370, exon 3 of 5)
AT3G20390	Chr3	7110424	7110432	Exon (AT3G20390.1/AT3G20390, exon 5 of 6)
AT3G20390	Chr3	7111051	7111053	Exon (AT3G20390.1/AT3G20390, exon 3 of 6)
AT3G20390	Chr3	7111273	7111284	Exon (AT3G20390.1/AT3G20390, exon 2 of 6)
AT3G20460	Chr3	7136301	7136311	Exon (AT3G20460.1/AT3G20460, exon 4 of 17)
AT3G20460	Chr3	7136537	7136541	Exon (AT3G20460.1/AT3G20460, exon 5 of 17)
AT3G20470	Chr3	7140802	7140828	Exon (AT3G20470.1/AT3G20470, exon 1 of 1)
AT3G20470	Chr3	7140889	7140896	Promoter
AT3G20570	Chr3	7187371	7187394	Promoter
AT3G20655	Chr3	7224236	7224255	Promoter
AT3G20670	Chr3	7229636	7229651	Promoter
AT3G04015	Chr3	7248241	7248258	Promoter
AT3G20790	Chr3	7271046	7271061	Exon (AT3G20790.1/AT3G20790, exon 12 of 12)
AT3G20820	Chr3	7280966	7281070	Promoter
AT3G20820	Chr3	7281245	7281247	Promoter
AT3G20850	Chr3	7304231	7304245	Promoter
AT3G20885	Chr3	7319577	7319594	Promoter
AT3G21055	Chr3	7376836	7376881	Promoter
AT3G21055	Chr3	7376961	7377043	Promoter
AT3G21130	Chr3	7409234	7409249	Exon (AT3G21130.1/AT3G21130, exon 1 of 1)
AT3G04095	Chr3	7470085	7470097	Promoter
AT3G21475	Chr3	7567394	7567414	Promoter
AT3G21690	Chr3	7641512	7641525	Exon (AT3G21690.1/AT3G21690, exon 5 of 7)
AT3G21720	Chr3	7653299	7653313	Exon (AT3G21720.1/AT3G21720, exon 4 of 5)
AT3G21755	Chr3	7668058	7668070	Exon (AT3G21760.1/AT3G21760, exon 1 of 1)
AT3G21790	Chr3	7677297	7677311	Exon (AT3G21790.1/AT3G21790, exon 1 of 1)
AT3G04175	Chr3	7682873	7682883	Promoter
AT3G04175	Chr3	7682926	7682935	Promoter
AT3G04185	Chr3	7685618	7685631	5' UTR
AT3G22120	Chr3	7795784	7795841	Exon (AT3G22121.1/AT3G22121, exon 1 of 1)
AT3G22120	Chr3	7795869	7795928	Exon (AT3G22121.1/AT3G22121, exon 1 of 1)
AT3G22120	Chr3	7796020	7796069	Promoter
AT3G22120	Chr3	7796097	7796254	Promoter
AT3G22125	Chr3	7807941	7807942	3' UTR
AT3G22160	Chr3	7818625	7818637	Promoter
AT3G22200	Chr3	7835305	7835320	5' UTR
AT3G22200	Chr3	7836116	7836123	Exon (AT3G22200.2/AT3G22200, exon 4 of 19)
AT3G22200	Chr3	7836345	7836369	Exon (AT3G22200.2/AT3G22200, exon 5 of 19)
AT3G22200	Chr3	7836994	7837048	Exon (AT3G22200.2/AT3G22200, exon 9 of 19)
AT3G22200	Chr3	7837670	7837692	Exon (AT3G22200.2/AT3G22200, exon 13 of 19)
AT3G22200	Chr3	7838814	7838841	3' UTR
AT3G22230	Chr3	7844290	7844331	Promoter
AT3G22230	Chr3	7844345	7844373	Promoter
AT3G22330	Chr3	7893722	7893736	Exon (AT3G22330.1/AT3G22330, exon 3 of 7)
AT3G22370	Chr3	7906891	7906903	Promoter
AT3G22460	Chr3	7964939	7964945	Exon (AT3G22460.1/AT3G22460, exon 5 of 9)
AT3G22460	Chr3	7965101	7965109	Exon (AT3G22460.1/AT3G22460, exon 6 of 9)
AT3G22600	Chr3	8006712	8006740	Exon (AT3G22600.1/AT3G22600, exon 3 of 3)
AT3G22600	Chr3	8006942	8006980	Exon (AT3G22600.1/AT3G22600, exon 2 of 3)
AT3G22600	Chr3	8007155	8007178	Exon (AT3G22600.1/AT3G22600, exon 1 of 3)
AT3G22600	Chr3	8007276	8007286	Exon (AT3G22600.1/AT3G22600, exon 1 of 3)
AT3G22760	Chr3	8046188	8046202	Intron (AT3G22760.2/AT3G22760, intron 5 of 9)
AT3G22790	Chr3	8053270	8053285	Exon (AT3G22790.1/AT3G22790, exon 3 of 3)
AT3G22790	Chr3	8058099	8058114	Intron (AT3G22790.3/AT3G22790, intron 1 of 3)
AT3G22830	Chr3	8080081	8080095	Exon (AT3G22830.1/AT3G22830, exon 2 of 2)
AT3G22840	Chr3	8084653	8084676	Exon (AT3G22840.1/AT3G22840, exon 3 of 3)
AT3G22840	Chr3	8084789	8084816	Exon (AT3G22840.1/AT3G22840, exon 3 of 3)
AT3G22840	Chr3	8084863	8084878	Exon (AT3G22840.1/AT3G22840, exon 3 of 3)
AT3G22845	Chr3	8087844	8087863	Exon (AT3G22845.1/AT3G22845, exon 2 of 4)
AT3G22850	Chr3	8089226	8089262	Promoter
AT3G22960	Chr3	8139363	8139367	5' UTR
AT3G22960	Chr3	8139461	8139489	Promoter
AT3G22960	Chr3	8139518	8139544	Promoter
AT3G22960	Chr3	8140339	8140364	Exon (AT3G22960.1/AT3G22960, exon 3 of 6)
AT3G22960	Chr3	8140391	8140397	Exon (AT3G22960.1/AT3G22960, exon 3 of 6)
AT3G04375	Chr3	8184928	8184941	Promoter
AT3G23050	Chr3	8195792	8195802	Exon (AT3G23050.1/AT3G23050, exon 2 of 5)
AT3G23050	Chr3	8196538	8196579	3' UTR
AT3G23050	Chr3	8196676	8196697	3' UTR
AT3G23070	Chr3	8206280	8206292	Exon (AT3G23070.1/AT3G23070, exon 6 of 9)
AT3G23070	Chr3	8206636	8206648	Exon (AT3G23070.1/AT3G23070, exon 7 of 9)
AT3G23100	Chr3	8221255	8221269	Exon (AT3G23100.1/AT3G23100, exon 3 of 5)
AT3G23380	Chr3	8374460	8374472	Exon (AT3G23380.1/AT3G23380, exon 5 of 5)
AT3G23390	Chr3	8376007	8376015	Exon (AT3G23390.1/AT3G23390, exon 3 of 4)
AT3G23390	Chr3	8376079	8376080	Exon (AT3G23390.1/AT3G23390, exon 3 of 4)
AT3G23390	Chr3	8376165	8376182	Exon (AT3G23390.1/AT3G23390, exon 4 of 4)
AT3G23400	Chr3	8377597	8377626	Exon (AT3G23400.2/AT3G23400, exon 2 of 2)
AT3G23400	Chr3	8378118	8378173	Promoter
AT3G23450	Chr3	8410540	8410559	Promoter
AT3G23450	Chr3	8411371	8411372	Exon (AT3G23450.1/AT3G23450, exon 1 of 1)
AT3G23470	Chr3	8416419	8416426	Exon (AT3G23470.2/AT3G23470, exon 6 of 15)
AT3G23470	Chr3	8416516	8416537	Exon (AT3G23470.2/AT3G23470, exon 7 of 15)
AT3G23530	Chr3	8439333	8439364	Exon (AT3G23530.1/AT3G23530, exon 6 of 23)
AT3G23560	Chr3	8454458	8454464	3' UTR
AT3G23570	Chr3	8459633	8459646	5' UTR
AT3G23600	Chr3	8474566	8474601	Exon (AT3G23600.1/AT3G23600, exon 3 of 7)
AT3G23780	Chr3	8570733	8570746	Exon (AT3G23780.1/AT3G23780, exon 5 of 8)
AT3G23780	Chr3	8573576	8573590	Exon (AT3G23780.1/AT3G23780, exon 2 of 8)
AT3G23810	Chr3	8588965	8588969	Exon (AT3G23810.1/AT3G23810, exon 1 of 2)
AT3G23810	Chr3	8589381	8589410	Promoter
AT3G23810	Chr3	8589526	8589562	Promoter
AT3G23820	Chr3	8603768	8603843	Exon (AT3G23820.1/AT3G23820, exon 1 of 1)
AT3G23860	Chr3	8617093	8617103	Exon (AT3G23860.1/AT3G23860, exon 1 of 1)
AT3G23900	Chr3	8635213	8635228	Intron (AT3G23900.1/AT3G23900, intron 1 of 7)
AT3G23910	Chr3	8638443	8638455	Exon (AT3G23910.2/AT3G23910, exon 2 of 8)
AT3G23920	Chr3	8641877	8641887	Exon (AT3G23920.1/AT3G23920, exon 1 of 4)
AT3G23990	Chr3	8670532	8670534	Exon (AT3G23990.1/AT3G23990, exon 7 of 16)
AT3G23990	Chr3	8671801	8671817	Exon (AT3G23990.1/AT3G23990, exon 14 of 16)
AT3G24100	Chr3	8703764	8703795	Exon (AT3G24100.1/AT3G24100, exon 2 of 3)
AT3G24160	Chr3	8726437	8726451	Promoter
AT3G24170	Chr3	8732006	8732006	Exon (AT3G24170.1/AT3G24170, exon 9 of 17)
AT3G24170	Chr3	8733674	8733707	Exon (AT3G24170.1/AT3G24170, exon 4 of 17)
AT3G24170	Chr3	8733798	8733805	Exon (AT3G24170.1/AT3G24170, exon 3 of 17)
AT3G24170	Chr3	8733861	8733863	Exon (AT3G24170.1/AT3G24170, exon 3 of 17)
AT3G24170	Chr3	8733966	8733967	Exon (AT3G24170.1/AT3G24170, exon 2 of 17)
AT3G24180	Chr3	8741579	8741592	5' UTR
AT3G24220	Chr3	8762402	8762415	Exon (AT3G24220.1/AT3G24220, exon 1 of 1)
AT3G24255	Chr3	8790163	8790174	Exon (AT3G24255.3/AT3G24255, exon 3 of 3)
AT3G24290	Chr3	8802158	8802171	Exon (AT3G24290.1/AT3G24290, exon 1 of 1)
AT3G24440	Chr3	8878337	8878354	5' UTR
AT3G24480	Chr3	8901353	8901405	Exon (AT3G24480.1/AT3G24480, exon 1 of 1)
AT3G24480	Chr3	8901721	8901732	Exon (AT3G24480.1/AT3G24480, exon 1 of 1)
AT3G24550	Chr3	8960607	8960647	Exon (AT3G24550.1/AT3G24550, exon 1 of 8)
AT3G24560	Chr3	8965854	8965867	Exon (AT3G24560.1/AT3G24560, exon 9 of 10)
AT3G04775	Chr3	8979534	8979581	Promoter
AT3G04775	Chr3	8979584	8979584	Promoter
AT3G24800	Chr3	9055676	9055690	Promoter
AT3G24820	Chr3	9062836	9062843	Exon (AT3G24820.1/AT3G24820, exon 4 of 5)
AT3G24830	Chr3	9064779	9064797	Promoter
AT3G24830	Chr3	9064838	9064881	Promoter
AT3G24830	Chr3	9065458	9065459	Exon (AT3G24830.1/AT3G24830, exon 3 of 4)
AT3G24880	Chr3	9089108	9089108	Exon (AT3G24880.2/AT3G24880, exon 19 of 22)
AT3G24880	Chr3	9092474	9092486	Exon (AT3G24880.2/AT3G24880, exon 8 of 22)
AT3G25100	Chr3	9144810	9144829	Exon (AT3G25100.1/AT3G25100, exon 1 of 1)
AT3G25220	Chr3	9183407	9183430	Exon (AT3G25220.1/AT3G25220, exon 3 of 6)
AT3G25230	Chr3	9190768	9190802	Exon (AT3G25230.1/AT3G25230, exon 11 of 13)
AT3G25260	Chr3	9200649	9200661	Intron (AT3G25260.1/AT3G25260, intron 3 of 3)
AT3G25420	Chr3	9219249	9219263	Exon (AT3G25420.1/AT3G25420, exon 7 of 13)
AT3G25500	Chr3	9254330	9254345	Exon (AT3G25500.1/AT3G25500, exon 1 of 4)
