Gene ID	Chromosome	Peak_start	Peak_end	annotation
AT3G13520	Chr3	4409129	4409254	Promoter
AT3G13525	Chr3	4411210	4411232	Promoter
AT3G02725	Chr3	4411340	4411379	Promoter
AT3G13580	Chr3	4434629	4434668	Exon (AT3G13580.1/AT3G13580, exon 6 of 7)
AT3G13750	Chr3	4511355	4511381	Promoter
AT3G13750	Chr3	4511514	4511541	Exon (AT3G13750.1/AT3G13750, exon 2 of 19)
AT3G13750	Chr3	4511938	4511944	Exon (AT3G13750.1/AT3G13750, exon 4 of 19)
AT3G13750	Chr3	4511990	4511995	Exon (AT3G13750.1/AT3G13750, exon 4 of 19)
AT3G13750	Chr3	4512125	4512149	Exon (AT3G13750.1/AT3G13750, exon 5 of 19)
AT3G13750	Chr3	4512981	4512990	Exon (AT3G13750.1/AT3G13750, exon 8 of 19)
AT3G13770	Chr3	4520567	4520579	Exon (AT3G13770.2/AT3G13770, exon 1 of 2)
AT3G13790	Chr3	4534994	4535021	Exon (AT3G13790.1/AT3G13790, exon 3 of 7)
AT3G13860	Chr3	4563794	4563809	Exon (AT3G13860.1/AT3G13860, exon 6 of 17)
AT3G13870	Chr3	4567349	4567365	Exon (AT3G13870.1/AT3G13870, exon 17 of 23)
AT3G13920	Chr3	4592680	4592720	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4592754	4592755	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4592773	4592822	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4592853	4592888	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4593183	4593240	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4593251	4593269	Exon (AT3G13920.1/AT3G13920, exon 5 of 5)
AT3G13920	Chr3	4593352	4593389	Exon (AT3G13920.1/AT3G13920, exon 4 of 5)
AT3G13920	Chr3	4593506	4593525	Exon (AT3G13920.1/AT3G13920, exon 4 of 5)
AT3G13920	Chr3	4593639	4593658	Exon (AT3G13920.1/AT3G13920, exon 4 of 5)
AT3G13930	Chr3	4596727	4596744	Exon (AT3G13930.1/AT3G13930, exon 3 of 20)
AT3G13930	Chr3	4597774	4597787	Exon (AT3G13930.1/AT3G13930, exon 8 of 20)
AT3G14010	Chr3	4640161	4640164	Exon (AT3G14010.1/AT3G14010, exon 12 of 15)
AT3G14010	Chr3	4640241	4640246	Exon (AT3G14010.1/AT3G14010, exon 13 of 15)
AT3G14030	Chr3	4646568	4646580	Exon (AT3G14030.1/AT3G14030, exon 2 of 2)
AT3G14100	Chr3	4674474	4674490	Exon (AT3G14100.1/AT3G14100, exon 7 of 12)
AT3G14110	Chr3	4677518	4677559	5' UTR
AT3G14172	Chr3	4702254	4702266	Exon (AT3G14172.1/AT3G14172, exon 8 of 12)
AT3G14210	Chr3	4730127	4730139	5' UTR
AT3G14210	Chr3	4730994	4730997	Exon (AT3G14210.1/AT3G14210, exon 4 of 5)
AT3G14220	Chr3	4733201	4733219	Promoter
AT3G14250	Chr3	4746280	4746293	Exon (AT3G14250.1/AT3G14250, exon 1 of 2)
AT3G14300	Chr3	4766912	4766920	Exon (AT3G14300.1/AT3G14300, exon 2 of 2)
AT3G14360	Chr3	4792138	4792152	Exon (AT3G14360.1/AT3G14360, exon 2 of 5)
AT3G14390	Chr3	4806900	4806905	Promoter
AT3G14390	Chr3	4808226	4808254	Exon (AT3G14390.1/AT3G14390, exon 5 of 8)
AT3G14390	Chr3	4808350	4808375	Exon (AT3G14390.1/AT3G14390, exon 5 of 8)
AT3G14390	Chr3	4808604	4808609	Exon (AT3G14390.1/AT3G14390, exon 6 of 8)
AT3G14415	Chr3	4819534	4819551	Exon (AT3G14415.1/AT3G14415, exon 6 of 12)
AT3G14415	Chr3	4819569	4819583	Exon (AT3G14415.1/AT3G14415, exon 6 of 12)
AT3G14415	Chr3	4819688	4819713	Exon (AT3G14415.1/AT3G14415, exon 7 of 12)
AT3G14415	Chr3	4820087	4820102	Exon (AT3G14415.1/AT3G14415, exon 9 of 12)
AT3G14415	Chr3	4820191	4820211	Exon (AT3G14415.1/AT3G14415, exon 10 of 12)
AT3G14420	Chr3	4822831	4822856	Exon (AT3G14420.1/AT3G14420, exon 7 of 12)
AT3G14420	Chr3	4823231	4823247	Exon (AT3G14420.1/AT3G14420, exon 9 of 12)
AT3G14420	Chr3	4823336	4823357	Exon (AT3G14420.1/AT3G14420, exon 10 of 12)
AT3G14420	Chr3	4823563	4823597	Exon (AT3G14420.1/AT3G14420, exon 11 of 12)
AT3G14460	Chr3	4854968	4854979	Exon (AT3G14460.1/AT3G14460, exon 1 of 1)
AT3G14490	Chr3	4865757	4865767	Promoter
AT3G14520	Chr3	4876253	4876265	Exon (AT3G14520.1/AT3G14520, exon 6 of 7)
AT3G14540	Chr3	4882004	4882016	Exon (AT3G14540.1/AT3G14540, exon 6 of 7)
AT3G14590	Chr3	4905886	4905899	Intron (AT3G14590.5/AT3G14590, intron 7 of 8)
AT3G14600	Chr3	4911592	4911594	Exon (AT3G14600.1/AT3G14600, exon 4 of 4)
AT3G14600	Chr3	4911864	4911881	Exon (AT3G14600.1/AT3G14600, exon 4 of 4)
AT3G14650	Chr3	4922474	4922487	Promoter
AT3G14690	Chr3	4938730	4938740	Exon (AT3G14690.2/AT3G14690, exon 4 of 5)
AT3G14730	Chr3	4951040	4951054	Promoter
AT3G14770	Chr3	4957382	4957393	3' UTR
AT3G14820	Chr3	4978912	4978925	Promoter
AT3G14840	Chr3	4988339	4988348	Promoter
AT3G14855	Chr3	4998144	4998171	Promoter
AT3G14930	Chr3	5022536	5022549	Exon (AT3G14930.1/AT3G14930, exon 6 of 7)
AT3G14950	Chr3	5031004	5031016	Exon (AT3G14950.1/AT3G14950, exon 4 of 7)
AT3G14960	Chr3	5037606	5037623	Promoter
AT3G14980	Chr3	5042282	5042297	Exon (AT3G14980.1/AT3G14980, exon 3 of 9)
AT3G14990	Chr3	5047823	5047836	Promoter
AT3G14990	Chr3	5048110	5048142	Exon (AT3G14990.1/AT3G14990, exon 3 of 8)
AT3G14990	Chr3	5048383	5048399	Exon (AT3G14990.1/AT3G14990, exon 4 of 8)
AT3G14990	Chr3	5049194	5049205	Exon (AT3G14990.1/AT3G14990, exon 7 of 8)
AT3G15000	Chr3	5050383	5050495	Promoter
AT3G15000	Chr3	5050517	5050523	Promoter
AT3G15020	Chr3	5056312	5056313	Exon (AT3G15020.1/AT3G15020, exon 1 of 7)
AT3G15030	Chr3	5062376	5062396	Exon (AT3G15030.2/AT3G15030, exon 2 of 3)
AT3G15055	Chr3	5068313	5068329	Promoter
AT3G15110	Chr3	5084587	5084587	Exon (AT3G15110.1/AT3G15110, exon 4 of 4)
AT3G15160	Chr3	5107801	5107816	Exon (AT3G15160.1/AT3G15160, exon 14 of 16)
AT3G15190	Chr3	5116329	5116405	Promoter
AT3G15190	Chr3	5116433	5116448	Promoter
AT3G15190	Chr3	5116563	5116570	Exon (AT3G15190.1/AT3G15190, exon 2 of 3)
AT3G15190	Chr3	5116614	5116642	Exon (AT3G15190.1/AT3G15190, exon 2 of 3)
AT3G03025	Chr3	5117159	5117194	Promoter
AT3G15190	Chr3	5117207	5117212	Exon (AT3G15190.1/AT3G15190, exon 3 of 3)
AT3G15190	Chr3	5117333	5117334	Exon (AT3G15190.1/AT3G15190, exon 3 of 3)
AT3G15210	Chr3	5121518	5121525	Promoter
AT3G15210	Chr3	5121898	5121949	Exon (AT3G15210.1/AT3G15210, exon 1 of 1)
AT3G15340	Chr3	5160104	5160116	Exon (AT3G15340.2/AT3G15340, exon 6 of 6)
AT3G15356	Chr3	5174810	5174847	Exon (AT3G15356.1/AT3G15356, exon 1 of 1)
AT3G03105	Chr3	5181020	5181035	Promoter
AT3G03105	Chr3	5181053	5181066	Promoter
AT3G03105	Chr3	5181277	5181293	Promoter
AT3G15360	Chr3	5188494	5188568	Promoter
AT3G15360	Chr3	5189213	5189307	Exon (AT3G15360.1/AT3G15360, exon 2 of 2)
AT3G15360	Chr3	5189400	5189444	Exon (AT3G15360.1/AT3G15360, exon 2 of 2)
AT3G15430	Chr3	5210628	5210641	Exon (AT3G15430.2/AT3G15430, exon 5 of 7)
AT3G15450	Chr3	5213608	5213626	Exon (AT3G15450.3/AT3G15450, exon 2 of 3)
AT3G15490	Chr3	5230596	5230611	Exon (AT3G15490.1/AT3G15490, exon 3 of 3)
AT3G15500	Chr3	5235787	5235798	Exon (AT3G15500.1/AT3G15500, exon 3 of 3)
AT3G15520	Chr3	5251945	5251961	5' UTR
AT3G15540	Chr3	5264592	5264608	Intron (AT3G15540.1/AT3G15540, intron 1 of 2)
AT3G15580	Chr3	5274149	5274162	Exon (AT3G15580.1/AT3G15580, exon 5 of 5)
AT3G15580	Chr3	5274252	5274261	Exon (AT3G15580.1/AT3G15580, exon 4 of 5)
AT3G15590	Chr3	5277953	5277965	5' UTR
AT3G15640	Chr3	5299438	5299451	Promoter
AT3G15640	Chr3	5299667	5299680	Exon (AT3G15640.1/AT3G15640, exon 2 of 6)
AT3G15640	Chr3	5301304	5301340	Exon (AT3G15640.1/AT3G15640, exon 6 of 6)
AT3G15650	Chr3	5306871	5306880	Exon (AT3G15650.1/AT3G15650, exon 5 of 9)
AT3G15660	Chr3	5308918	5308950	Exon (AT3G15660.1/AT3G15660, exon 2 of 6)
AT3G15680	Chr3	5315707	5315715	Exon (AT3G15680.1/AT3G15680, exon 2 of 4)
AT3G15730	Chr3	5331562	5331569	Exon (AT3G15730.1/AT3G15730, exon 3 of 4)
AT3G15730	Chr3	5331881	5331913	Exon (AT3G15730.1/AT3G15730, exon 3 of 4)
AT3G15730	Chr3	5332663	5332698	Exon (AT3G15730.1/AT3G15730, exon 3 of 4)
AT3G15840	Chr3	5357007	5357045	Exon (AT3G15840.1/AT3G15840, exon 7 of 8)
AT3G15840	Chr3	5357997	5358013	Exon (AT3G15840.1/AT3G15840, exon 3 of 8)
AT3G15840	Chr3	5358205	5358239	5' UTR
AT3G15850	Chr3	5359213	5359255	Exon (AT3G15850.1/AT3G15850, exon 1 of 5)
AT3G03175	Chr3	5387236	5387272	5' UTR
AT3G15950	Chr3	5398375	5398375	Exon (AT3G15950.2/AT3G15950, exon 26 of 26)
AT3G15950	Chr3	5398601	5398606	Exon (AT3G15950.2/AT3G15950, exon 25 of 26)
AT3G15950	Chr3	5399068	5399077	Exon (AT3G15950.2/AT3G15950, exon 22 of 26)
AT3G15950	Chr3	5402089	5402113	Exon (AT3G15950.2/AT3G15950, exon 4 of 26)
AT3G15950	Chr3	5402274	5402305	Promoter
AT3G15980	Chr3	5412924	5412945	Exon (AT3G15980.4/AT3G15980, exon 21 of 26)
AT3G15980	Chr3	5413030	5413040	Exon (AT3G15980.4/AT3G15980, exon 20 of 26)
AT3G15980	Chr3	5413646	5413661	Exon (AT3G15980.4/AT3G15980, exon 18 of 26)
AT3G15980	Chr3	5414411	5414421	Exon (AT3G15980.4/AT3G15980, exon 15 of 26)
AT3G15980	Chr3	5415616	5415623	Exon (AT3G15980.4/AT3G15980, exon 11 of 26)
AT3G16000	Chr3	5433323	5433344	Exon (AT3G16000.1/AT3G16000, exon 1 of 4)
AT3G16080	Chr3	5455516	5455549	3' UTR
AT3G16100	Chr3	5459876	5459895	Exon (AT3G16100.1/AT3G16100, exon 4 of 7)
AT3G16110	Chr3	5463598	5463617	Promoter
AT3G16130	Chr3	5468651	5468790	3' UTR
AT3G16140	Chr3	5468804	5468850	Exon (AT3G16140.1/AT3G16140, exon 3 of 3)
AT3G16140	Chr3	5468940	5468972	Exon (AT3G16140.1/AT3G16140, exon 2 of 3)
AT3G16140	Chr3	5468998	5469018	Exon (AT3G16140.1/AT3G16140, exon 2 of 3)
AT3G16140	Chr3	5469292	5469298	Promoter
AT3G16140	Chr3	5469368	5469392	Promoter
AT3G16240	Chr3	5505588	5505595	Promoter
AT3G16240	Chr3	5505782	5505800	Promoter
AT3G16240	Chr3	5505833	5505883	Promoter
AT3G03265	Chr3	5505984	5506015	Promoter
AT3G03265	Chr3	5506414	5506429	Promoter
AT3G16240	Chr3	5506514	5506559	Exon (AT3G16240.1/AT3G16240, exon 3 of 3)
AT3G16240	Chr3	5506583	5506607	Exon (AT3G16240.1/AT3G16240, exon 3 of 3)
AT3G16240	Chr3	5506759	5506777	Exon (AT3G16240.1/AT3G16240, exon 3 of 3)
AT3G16310	Chr3	5528151	5528164	Promoter
AT3G03285	Chr3	5552945	5552955	Promoter
AT3G16370	Chr3	5556964	5557120	Promoter
AT3G16370	Chr3	5558021	5558048	Exon (AT3G16370.1/AT3G16370, exon 4 of 5)
AT3G16370	Chr3	5558266	5558301	Exon (AT3G16370.1/AT3G16370, exon 5 of 5)
AT3G16390	Chr3	5562619	5562629	Promoter
AT3G16390	Chr3	5564278	5564300	Exon (AT3G16390.2/AT3G16390, exon 4 of 4)
AT3G16400	Chr3	5566652	5566709	Exon (AT3G16400.1/AT3G16400, exon 2 of 4)
AT3G16400	Chr3	5566863	5566865	Exon (AT3G16400.1/AT3G16400, exon 3 of 4)
AT3G16400	Chr3	5568136	5568136	Exon (AT3G16400.1/AT3G16400, exon 4 of 4)
AT3G16400	Chr3	5568142	5568204	Exon (AT3G16400.1/AT3G16400, exon 4 of 4)
AT3G16410	Chr3	5572888	5572932	Exon (AT3G16410.1/AT3G16410, exon 3 of 5)
AT3G16410	Chr3	5573729	5573747	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16410	Chr3	5573807	5573926	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16410	Chr3	5573982	5574035	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16410	Chr3	5574190	5574217	Exon (AT3G16410.1/AT3G16410, exon 5 of 5)
AT3G16420	Chr3	5579713	5579727	Promoter
AT3G16420	Chr3	5579737	5579760	Promoter
AT3G16420	Chr3	5579859	5579873	Exon (AT3G16420.1/AT3G16420, exon 3 of 4)
AT3G16420	Chr3	5579972	5580009	Exon (AT3G16420.1/AT3G16420, exon 3 of 4)
AT3G16420	Chr3	5580033	5580060	Exon (AT3G16420.1/AT3G16420, exon 3 of 4)
AT3G16420	Chr3	5580078	5580116	Exon (AT3G16420.1/AT3G16420, exon 3 of 4)
AT3G16420	Chr3	5580237	5580301	Exon (AT3G16420.1/AT3G16420, exon 3 of 4)
AT3G16420	Chr3	5580423	5580447	Exon (AT3G16420.1/AT3G16420, exon 4 of 4)
AT3G16420	Chr3	5580541	5580563	Exon (AT3G16420.1/AT3G16420, exon 4 of 4)
AT3G16420	Chr3	5580627	5580651	Exon (AT3G16420.1/AT3G16420, exon 4 of 4)
AT3G16430	Chr3	5582433	5582442	Exon (AT3G16430.1/AT3G16430, exon 3 of 4)
AT3G16430	Chr3	5582708	5582733	Exon (AT3G16430.1/AT3G16430, exon 4 of 4)
AT3G16430	Chr3	5582767	5582785	Exon (AT3G16430.1/AT3G16430, exon 4 of 4)
AT3G16450	Chr3	5589160	5589192	Exon (AT3G16450.2/AT3G16450, exon 3 of 4)
AT3G16450	Chr3	5589767	5589792	Exon (AT3G16450.2/AT3G16450, exon 4 of 4)
AT3G16460	Chr3	5593490	5593503	Exon (AT3G16460.1/AT3G16460, exon 3 of 6)
AT3G16460	Chr3	5593811	5593815	Exon (AT3G16460.1/AT3G16460, exon 3 of 6)
AT3G16460	Chr3	5594594	5594621	Exon (AT3G16460.1/AT3G16460, exon 4 of 6)
AT3G16460	Chr3	5595482	5595520	3' UTR
AT3G16470	Chr3	5596495	5596507	Exon (AT3G16470.3/AT3G16470, exon 4 of 5)
AT3G16525	Chr3	5624822	5624830	5' UTR
AT3G16552	Chr3	5632908	5632925	Promoter
AT3G16620	Chr3	5661846	5661860	Promoter
AT3G16640	Chr3	5669707	5669733	3' UTR
AT3G16640	Chr3	5669814	5669826	Exon (AT3G16640.1/AT3G16640, exon 4 of 4)
AT3G16640	Chr3	5669920	5669933	Exon (AT3G16640.1/AT3G16640, exon 3 of 4)
AT3G16640	Chr3	5670308	5670337	Exon (AT3G16640.1/AT3G16640, exon 2 of 4)
AT3G16650	Chr3	5671547	5671558	Intron (AT3G16650.1/AT3G16650, intron 2 of 16)
AT3G03355	Chr3	5678542	5678555	Promoter
AT3G16720	Chr3	5693733	5693761	Exon (AT3G16720.1/AT3G16720, exon 1 of 1)
AT3G16910	Chr3	5774004	5774007	Exon (AT3G16910.1/AT3G16910, exon 3 of 3)
AT3G16940	Chr3	5783623	5783636	Exon (AT3G16940.1/AT3G16940, exon 6 of 10)
AT3G16950	Chr3	5786936	5786961	Exon (AT3G16950.1/AT3G16950, exon 14 of 15)
AT3G17010	Chr3	5802100	5802113	Exon (AT3G17010.1/AT3G17010, exon 4 of 4)
AT3G17020	Chr3	5802811	5802828	3' UTR
AT3G17020	Chr3	5803896	5803935	Promoter
AT3G03415	Chr3	5830060	5830086	Promoter
AT3G03435	Chr3	5830282	5830318	Promoter
AT3G03435	Chr3	5830339	5830350	Promoter
AT3G17170	Chr3	5854701	5854723	Promoter
AT3G17185	Chr3	5862085	5862131	Exon (AT3G17185.1/AT3G17185, exon 2 of 2)
AT3G17210	Chr3	5882367	5882387	Promoter
AT3G17210	Chr3	5882417	5882456	Promoter
AT3G17210	Chr3	5882864	5882886	Exon (AT3G17210.1/AT3G17210, exon 3 of 3)
AT3G17240	Chr3	5890271	5890301	3' UTR
AT3G17240	Chr3	5892042	5892083	Promoter
AT3G17300	Chr3	5908305	5908334	Exon (AT3G17300.1/AT3G17300, exon 4 of 5)
AT3G17330	Chr3	5917891	5917907	Intron (AT3G17330.3/AT3G17330, intron 5 of 5)
AT3G17340	Chr3	5922206	5922218	Exon (AT3G17340.1/AT3G17340, exon 18 of 21)
AT3G17390	Chr3	5952513	5952568	Exon (AT3G17390.1/AT3G17390, exon 2 of 2)
AT3G17390	Chr3	5952602	5952631	Exon (AT3G17390.1/AT3G17390, exon 2 of 2)
AT3G03475	Chr3	5953054	5953091	Promoter
AT3G03475	Chr3	5953228	5953286	Promoter
AT3G03475	Chr3	5953310	5953387	Promoter
AT3G03475	Chr3	5953436	5953488	Promoter
AT3G17450	Chr3	5972613	5972627	3' UTR
AT3G17450	Chr3	5973323	5973334	Exon (AT3G17450.1/AT3G17450, exon 4 of 5)
AT3G17500	Chr3	5987384	5987398	Exon (AT3G17500.2/AT3G17500, exon 1 of 1)
AT3G03495	Chr3	6012000	6012012	Promoter
AT3G17770	Chr3	6085128	6085142	Intron (AT3G17770.1/AT3G17770, intron 3 of 18)
AT3G17790	Chr3	6089982	6089983	Exon (AT3G17790.1/AT3G17790, exon 1 of 3)
AT3G17790	Chr3	6090336	6090338	Exon (AT3G17790.1/AT3G17790, exon 3 of 3)
AT3G17820	Chr3	6097513	6097548	Promoter
AT3G17820	Chr3	6097861	6097871	Exon (AT3G17820.1/AT3G17820, exon 2 of 9)
AT3G17820	Chr3	6097952	6097957	Exon (AT3G17820.1/AT3G17820, exon 3 of 9)
AT3G17820	Chr3	6098995	6099004	Intron (AT3G17820.1/AT3G17820, intron 8 of 8)
AT3G17850	Chr3	6111411	6111422	Exon (AT3G17850.1/AT3G17850, exon 11 of 17)
AT3G03585	Chr3	6127966	6128013	3' UTR
AT3G17930	Chr3	6142760	6142761	Exon (AT3G17930.1/AT3G17930, exon 3 of 5)
AT3G18000	Chr3	6154495	6154524	5' UTR
AT3G18035	Chr3	6171357	6171358	Exon (AT3G18035.1/AT3G18035, exon 1 of 4)
AT3G18035	Chr3	6171479	6171487	Exon (AT3G18035.1/AT3G18035, exon 1 of 4)
AT3G18060	Chr3	6186726	6186743	Exon (AT3G18060.1/AT3G18060, exon 6 of 6)
AT3G18080	Chr3	6191626	6191687	Promoter
AT3G18080	Chr3	6192562	6192593	Exon (AT3G18080.1/AT3G18080, exon 6 of 12)
AT3G18090	Chr3	6196798	6196811	Exon (AT3G18090.2/AT3G18090, exon 4 of 8)
AT3G18130	Chr3	6211796	6211803	Exon (AT3G18130.1/AT3G18130, exon 1 of 2)
AT3G18130	Chr3	6211851	6211873	Exon (AT3G18130.1/AT3G18130, exon 1 of 2)
AT3G18130	Chr3	6211964	6211989	Exon (AT3G18130.1/AT3G18130, exon 1 of 2)
AT3G18130	Chr3	6212102	6212108	Promoter
AT3G18160	Chr3	6222770	6222783	Exon (AT3G18160.1/AT3G18160, exon 7 of 7)
AT3G18190	Chr3	6232367	6232392	Promoter
AT3G18190	Chr3	6232517	6232569	Promoter
AT3G18190	Chr3	6233224	6233237	Exon (AT3G18190.1/AT3G18190, exon 1 of 1)
AT3G18280	Chr3	6267146	6267202	Promoter
AT3G18280	Chr3	6267320	6267367	Promoter
AT3G18290	Chr3	6274552	6274589	Exon (AT3G18290.1/AT3G18290, exon 1 of 14)
AT3G18290	Chr3	6277519	6277519	Exon (AT3G18290.1/AT3G18290, exon 7 of 14)
AT3G18300	Chr3	6283488	6283503	Exon (AT3G18300.1/AT3G18300, exon 3 of 3)
AT3G18390	Chr3	6314037	6314048	Exon (AT3G18390.1/AT3G18390, exon 1 of 8)
AT3G18410	Chr3	6323305	6323356	Promoter
AT3G18410	Chr3	6323730	6323731	Exon (AT3G18410.1/AT3G18410, exon 2 of 3)
AT3G18430	Chr3	6326615	6326636	Exon (AT3G18430.1/AT3G18430, exon 4 of 7)
AT3G18470	Chr3	6335367	6335380	Promoter
AT3G18490	Chr3	6350474	6350555	Promoter
AT3G18500	Chr3	6354942	6354957	Exon (AT3G18500.4/AT3G18500, exon 11 of 13)
AT3G18520	Chr3	6362605	6362627	Exon (AT3G18520.1/AT3G18520, exon 6 of 18)
AT3G18600	Chr3	6402135	6402144	Exon (AT3G18600.1/AT3G18600, exon 4 of 13)
AT3G18600	Chr3	6402385	6402393	Exon (AT3G18600.1/AT3G18600, exon 3 of 13)
AT3G18620	Chr3	6410092	6410108	Intron (AT3G18620.1/AT3G18620, intron 3 of 3)
AT3G18630	Chr3	6411383	6411391	Exon (AT3G18630.1/AT3G18630, exon 7 of 7)
AT3G18630	Chr3	6411553	6411555	Exon (AT3G18630.1/AT3G18630, exon 6 of 7)
AT3G18680	Chr3	6427601	6427642	Promoter
AT3G18720	Chr3	6445408	6445422	Promoter
AT3G18730	Chr3	6453163	6453178	5' UTR
AT3G18740	Chr3	6453684	6453710	Promoter
AT3G18740	Chr3	6453776	6453853	Promoter
AT3G18750	Chr3	6455592	6455606	Exon (AT3G18750.3/AT3G18750, exon 6 of 8)
AT3G18750	Chr3	6456227	6456238	Exon (AT3G18750.3/AT3G18750, exon 4 of 8)
AT3G18770	Chr3	6461546	6461558	Exon (AT3G18770.1/AT3G18770, exon 2 of 4)
AT3G18780	Chr3	6475764	6475789	Exon (AT3G18780.2/AT3G18780, exon 2 of 4)
AT3G18780	Chr3	6475852	6475892	Exon (AT3G18780.2/AT3G18780, exon 2 of 4)
AT3G18780	Chr3	6475934	6475948	Exon (AT3G18780.2/AT3G18780, exon 2 of 4)
AT3G18780	Chr3	6476095	6476123	Exon (AT3G18780.2/AT3G18780, exon 3 of 4)
AT3G18780	Chr3	6476216	6476240	Exon (AT3G18780.2/AT3G18780, exon 3 of 4)
AT3G18780	Chr3	6476447	6476452	Exon (AT3G18780.2/AT3G18780, exon 3 of 4)
AT3G18780	Chr3	6476551	6476578	Exon (AT3G18780.2/AT3G18780, exon 3 of 4)
AT3G18815	Chr3	6483940	6483956	Promoter
AT3G18820	Chr3	6484272	6484308	Promoter
AT3G18830	Chr3	6490798	6490810	Exon (AT3G18830.1/AT3G18830, exon 2 of 4)
AT3G18860	Chr3	6508111	6508124	Exon (AT3G18860.1/AT3G18860, exon 21 of 22)
AT3G18890	Chr3	6511225	6511226	Promoter
AT3G18890	Chr3	6512826	6512871	Exon (AT3G18890.1/AT3G18890, exon 8 of 15)
AT3G18960	Chr3	6543157	6543159	Exon (AT3G18960.2/AT3G18960, exon 2 of 2)
AT3G19020	Chr3	6560241	6560253	Exon (AT3G19020.1/AT3G19020, exon 1 of 1)
AT3G19030	Chr3	6564145	6564192	Promoter
AT3G19030	Chr3	6564203	6564244	Promoter
AT3G19040	Chr3	6575073	6575081	Exon (AT3G19040.2/AT3G19040, exon 2 of 18)
AT3G19130	Chr3	6611460	6611471	Exon (AT3G19130.1/AT3G19130, exon 6 of 6)
AT3G19170	Chr3	6627021	6627022	Exon (AT3G19170.1/AT3G19170, exon 14 of 19)
AT3G19170	Chr3	6627110	6627112	Exon (AT3G19170.1/AT3G19170, exon 13 of 19)
AT3G19170	Chr3	6631747	6631795	Promoter
AT3G19274	Chr3	6679045	6679063	3' UTR
AT3G19440	Chr3	6741808	6741818	Exon (AT3G19440.2/AT3G19440, exon 5 of 9)
AT3G19440	Chr3	6741950	6741955	Exon (AT3G19440.2/AT3G19440, exon 6 of 9)
AT3G19450	Chr3	6745944	6745985	Exon (AT3G19450.1/AT3G19450, exon 3 of 5)
AT3G19450	Chr3	6746257	6746276	Exon (AT3G19450.1/AT3G19450, exon 4 of 5)
AT3G19450	Chr3	6746836	6746858	Exon (AT3G19450.1/AT3G19450, exon 5 of 5)
AT3G19520	Chr3	6773030	6773042	Promoter
AT3G19540	Chr3	6781897	6781914	Exon (AT3G19540.1/AT3G19540, exon 2 of 3)
AT3G19560	Chr3	6794074	6794085	Exon (AT3G19560.1/AT3G19560, exon 2 of 2)
AT3G19640	Chr3	6821124	6821139	Promoter
AT3G19680	Chr3	6840555	6840572	Promoter
AT3G19680	Chr3	6841933	6841958	Exon (AT3G19680.1/AT3G19680, exon 2 of 2)
AT3G19740	Chr3	6857112	6857126	Intron (AT3G19740.1/AT3G19740, intron 18 of 23)
AT3G19760	Chr3	6864993	6865030	Exon (AT3G19760.1/AT3G19760, exon 3 of 7)
AT3G19760	Chr3	6865976	6865997	Exon (AT3G19760.1/AT3G19760, exon 6 of 7)
AT3G19820	Chr3	6880221	6880228	Exon (AT3G19820.2/AT3G19820, exon 3 of 3)
AT3G19820	Chr3	6880972	6880982	Exon (AT3G19820.2/AT3G19820, exon 2 of 3)
AT3G19820	Chr3	6881335	6881352	Exon (AT3G19820.2/AT3G19820, exon 2 of 3)
AT3G19820	Chr3	6881429	6881451	Exon (AT3G19820.2/AT3G19820, exon 2 of 3)
AT3G19950	Chr3	6942959	6942975	Promoter
AT3G19960	Chr3	6955943	6955954	3' UTR
AT3G19980	Chr3	6964678	6964688	Exon (AT3G19980.1/AT3G19980, exon 10 of 10)
AT3G20000	Chr3	6970020	6970035	Exon (AT3G20000.1/AT3G20000, exon 10 of 11)
AT3G20030	Chr3	6990605	6990619	Promoter
AT3G20050	Chr3	7000664	7000681	Exon (AT3G20050.1/AT3G20050, exon 8 of 17)
AT3G20060	Chr3	7003593	7003633	Exon (AT3G20060.1/AT3G20060, exon 3 of 6)
AT3G20070	Chr3	7005415	7005427	Exon (AT3G20070.1/AT3G20070, exon 6 of 7)
AT3G20110	Chr3	7021869	7021879	Exon (AT3G20110.1/AT3G20110, exon 1 of 2)
AT3G20190	Chr3	7045478	7045493	5' UTR
AT3G20230	Chr3	7055899	7055932	Exon (AT3G20230.1/AT3G20230, exon 2 of 2)
AT3G20300	Chr3	7079512	7079526	3' UTR
AT3G20362	Chr3	7104194	7104249	Promoter
AT3G20370	Chr3	7105533	7105586	5' UTR
AT3G20390	Chr3	7110234	7110262	Exon (AT3G20390.1/AT3G20390, exon 6 of 6)
AT3G20390	Chr3	7111052	7111069	Exon (AT3G20390.1/AT3G20390, exon 3 of 6)
AT3G20390	Chr3	7111266	7111282	Exon (AT3G20390.1/AT3G20390, exon 2 of 6)
AT3G20390	Chr3	7111525	7111570	Promoter
